"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","cond_pos","cond_neg","message_choice","choice_dom","choice_nondom","comp_dom_1","comp_nondom_1","attitude_dom","attitude_nondom","preference","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","check_2","age","gender_.99_TEXT","race_5_TEXT","feedback","cond","cond_word","cond_word1","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","income","edu"
196,"0","100","754","1","1","4","This message is best for somebody who likes challenges and is rewarded by hard work. Somebody who doesn't mind being pushed to the limit in order to succeed would take this message positively. ","","2","","1","","35","","4","5","10","20","30","40","50","60","70","80","90","100","5","4","2","2","4","5","7","2","6","4","5","Red","40","","","","pos","positively","positive","Full-time","","","","","","","","","man","","black","","","","","$80,001-$100,000","2yearColl"
197,"0","100","849","1","1","4","","They might think that they are being judged with how they perform, which would make them feel very anxious moving forward.","2","","2","","28","","2","6","12","24","33","41","50","56","63","75","87","100","4","7","1","1","7","4","7","1","7","7","5","Red","25","","","None thank you!!","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","4yearColl"
198,"0","100","383","1","1","4","They might feel inspired and like they need to impress the manager","","1","1","","25","","5","","4","10","20","30","40","50","60","70","80","90","100","5","5","3","5","5","3","6","3","5","5","5","Blue","40","","","","pos","positively","positive","","Part-time","","","","","","","","woman","asian","","","","","","$160,001-$180,000","2yearColl"
199,"0","100","621","1","1","4","","This task is been known for a while. It is expected of you to get it done.","2","","1","","50","","7","5","5","8","11","15","20","26","34","38","42","50","4","5","2","5","7","5","7","7","7","5","5","blue","42","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","2yearColl"
200,"0","100","560","1","1","4","","The employee might react negatively towards the message because it sounds like a threat.","2","","1","","45","","1","5","10","20","30","40","50","60","70","80","90","100","4","5","6","4","4","6","6","4","3","5","5","Blue","33","","","","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","$140,001-$160,000","MA"
201,"0","100","541","1","1","4","","The employee may feel like this message is pressuring them, and might be a vaguely threatening thing to read before this task. They might think the manager is desperate for a bonus as well.","2","","1","","43","","2","6","60","70","80","90","90","100","100","100","100","100","3","7","2","3","7","4","6","1","5","7","5","blue","30","genderfluid","","","neg","negatively","negative","","Part-time","","","","","","","",NA,"","","white","","","","$0-$20,000","2yearColl"
202,"0","100","248","1","1","4","This is my chance to really go above and beyond and prove myself in this task. ","","2","","1","","41","","6","5","10","20","30","40","50","60","70","80","90","100","2","6","2","2","7","2","7","6","7","6","5","Green","36","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$140,001-$160,000","4yearColl"
203,"0","100","295","1","1","4","","It seems almost threatening in nature. It's also adding quite a bit of stress to the user by letting them know the consequences of failing.","1","1","","45","","2","","5","100","90","90","85","80","70","35","0","0","0","5","6","1","5","7","6","6","2","2","5","5","Blue","37","","","N/A","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$100,001-$120,000","MA"
204,"0","100","187","1","1","4","Although I don't think they would have a good feeling about this, but i think it would be helpful as they feel like everythign is honest","","2","","1","","30","","4","6","100","100","100","100","100","100","100","100","100","100","2","7","1","1","5","1","7","1","7","5","5","purple","","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","PHD"
205,"0","100","489","1","1","4","This message should motivate the employee to do their best because it is encouraging without being forceful, so they should not feel to much pressure when reading it.","","2","","1","","45","","6","5","10","20","25","31","40","50","59","73","87","100","2","5","1","1","6","4","7","1","6","5","5","Green","40","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","2yearColl"
206,"0","100","852","1","1","4","the employee might feel that the manager has high expectations and trust in their ability to suceed which can be motivating they could also appreciate the clear communications about the stakes seing the manager are someone.","","2","","1","","30","","6","6","35","68","13","17","22","27","35","37","44","49","4","6","6","7","5","6","4","5","5","6","5","blue","33","","","","pos","positively","positive","Full-time","","","","","","","","","man","","black","","","","","$40,001-$60,000","4yearColl"
207,"0","100","259","1","1","4","","They might feel pressured, undervalued or resentful towards the manager","2","","1","","28","","6","4","25","34","37","27","45","30","53","51","79","73","5","6","4","4","5","4","4","5","6","5","5","14285733","38","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","4yearColl"
208,"0","100","235","1","1","4","","I don't like how the manager is treating me. He is using money as a tool against me.","2","","1","","27","","3","5","16","30","35","40","46","57","65","74","84","92","5","3","3","4","5","4","3","4","5","5","5","Blue","27","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","4yearColl"
209,"0","100","620","1","1","4","By now you know about the task at hand. I know you will get in there and do the best you can around all the rounds. Understand, if you don't complete the task nor do it well, you will unfortunately not receive the complete bonus but we know you tried.","","2","","1","","26","","3","6","3","8","13","19","23","29","33","39","44","50","3","6","1","1","7","3","7","7","7","7","5","Purple","69","","","Thank you for the study","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$80,001-$100,000","2yearColl"
210,"0","100","281","1","1","4","I think that the individual could have positive thoughts about this message because it appears that the message is encouraging. It gives the individual freedom to complete the task, and the manager is saying that all they need to do is to complete their absolute best. ","","1","1","","40","","6","","4","0","4","7","13","23","44","75","100","100","100","4","6","2","1","7","3","7","2","6","6","5","Blue","27","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
211,"0","100","960","1","1","4","","The manager may be condescending by saying that the employee needs to complete the task and do it well, as if the employee needs to be reminded that their normal work won't be good enough. The employee might feel disrespected.","2","","1","","45","","3","5","10","21","30","40","50","70","80","87","95","100","1","7","1","1","6","2","7","1","7","6","5","Green","42","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","2yearColl"
212,"0","100","416","1","1","4","The employee might have a positive reaction to this message because it is direct and straightforward as opposed to ambiguous ","","1","1","","37","","3","","5","10","20","30","40","50","60","70","80","90","100","5","6","3","2","6","2","6","2","5","5","5","blue","46","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","Over $200,000","MA"
213,"0","100","513","1","1","4","","Because it implies that the manager does not really have their back when it comes to the assignment. Its also more of an order than a team building exercise or something that the manager is being supportive with. ","2","","1","","35","","2","5","0","0","10","10","25","35","50","65","75","100","5","3","2","3","5","1","6","1","3","5","5","Blue","25","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","2yearColl"
214,"0","100","403","1","1","4","","This message puts too much emphasis on the bonus. It gives the sense that the employee will get in trouble if they don't get a perfect score. This will raise the stress level, which increases the likelihood that they will mess up.","2","","2","","35","","1","6","10","20","30","40","50","60","70","80","90","100","3","5","1","2","7","6","7","1","7","5","5","Purple ","33","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","2yearColl"
